flow,batch_idx,cfg,height,image_path_lora,image_path_no,loras,prompt_idx,prompt_text,sampler,scheduler,seed,steps,width,expected_text,clip_similarity_no,clip_similarity_lora,clip_delta,ocr_text_no,ocr_text_lora,ocr_score_no,ocr_score_lora,ocr_delta,ocr_missing_no,ocr_missing_lora
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st15_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st15_1_no_1.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,15,1024,FLUX,0.6358,0.6257,-0.0101,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st15_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st15_1_no_2.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,15,1024,FLUX,0.6219,0.6117,-0.0102,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st15_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st15_1_no_3.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,15,1024,FLUX,0.6072,0.6471,0.0400,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_no_0.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,20,1024,FLUX,0.5965,0.6431,0.0466,) tk ce ae,texxt fFly X,-0.7500,-0.7500,0.0000,0,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_no_1.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,20,1024,FLUX,0.6291,0.6477,0.0186,,Tetxt flux,,-0.2500,,1,0
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_no_2.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,20,1024,FLUX,0.6239,0.6355,0.0116,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st20_1_no_3.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,20,1024,FLUX,0.6236,0.6374,0.0137,,TEXTTLLUX,,-0.5000,,1,0
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_no_0.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,25,1024,FLUX,0.6163,0.6578,0.0416,,text fflux,,-0.2500,,1,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_no_1.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,25,1024,FLUX,0.6284,0.6383,0.0099,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_no_2.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,25,1024,FLUX,0.6226,0.6112,-0.0114,BP ic,,0.0000,,,0,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p1_cfg6_st25_1_no_3.png,wordmark:1.0;cartoon:1.0,1,"text FLUX, bold sans‑serif letters, solid single color",dpmpp_2m_sde,karras,100,25,1024,FLUX,0.6267,0.6411,0.0143,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_no_0.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6151,0.6473,0.0321,,"FEN KORRA
AURORA",,-0.3333,,1,0
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_no_1.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6056,0.6649,0.0593,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_no_2.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6374,0.6793,0.0419,,"Spracing
| Spcing",,-1.3333,,1,0
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st15_2_no_3.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.5925,0.6524,0.0599,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_no_0.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6236,0.6542,0.0306,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_no_1.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6021,0.6464,0.0443,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_no_2.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6435,0.6780,0.0345,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st20_2_no_3.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.5818,0.6671,0.0852,,AWJOPO AUUOA,,-0.3333,,1,0
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_no_0.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,25,1024,AURORA,0.6175,0.6488,0.0313,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_no_1.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,25,1024,AURORA,0.6005,0.6532,0.0528,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_no_2.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,25,1024,AURORA,0.6407,0.6587,0.0180,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg4_st25_2_no_3.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,25,1024,AURORA,0.6195,0.6460,0.0266,,EIT BROT A,,0.1667,,1,0
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_no_0.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6436,0.6722,0.0286,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_no_1.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6068,0.6695,0.0626,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_no_2.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6355,0.6623,0.0268,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st15_2_no_3.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,15,1024,AURORA,0.6292,0.6387,0.0095,,AURORA,,1.0000,,1,0
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_no_0.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6477,0.6663,0.0186,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_no_1.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6064,0.6666,0.0601,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_no_2.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6406,0.6737,0.0332,AURORA,,1.0000,,,0,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st20_2_no_3.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,20,1024,AURORA,0.6325,0.6496,0.0171,,AUUORO AUSORA,,0.0000,,1,0
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st25_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st25_2_no_0.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,25,1024,AURORA,0.6242,0.6633,0.0391,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st25_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic3/singles/p2_cfg5_st25_2_no_1.png,wordmark:1.0;cartoon:1.0,2,"text AURORA, ultra‑thin spacing, luxurious minimal look",dpmpp_2m_sde,karras,100,25,1024,AURORA,0.6023,0.6517,0.0494,,,,,,1,1
