flow,batch_idx,cfg,height,image_path_lora,image_path_no,loras,prompt_idx,prompt_text,sampler,scheduler,seed,steps,width,expected_text,clip_similarity_no,clip_similarity_lora,clip_delta,ocr_text_no,ocr_text_lora,ocr_score_no,ocr_score_lora,ocr_delta,ocr_missing_no,ocr_missing_lora
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg4_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg4_st25_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6642,0.6490,-0.0152,auorra,,-0.5000,,,0,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg4_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg4_st25_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6484,0.6575,0.0091,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_no_0.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6536,0.6655,0.0119,AUR URA,AU RORA,-0.5000,-0.5000,0.0000,0,0
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_no_1.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6572,0.6571,-0.0001,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6554,0.6348,-0.0205,AURTT HH,,-0.5000,,,0,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st15_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6598,0.6446,-0.0152,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_no_0.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6652,0.6632,-0.0020,AURORRA,AURORA,-0.7500,-0.5000,0.2500,0,0
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_no_1.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6639,0.6604,-0.0035,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6486,0.6502,0.0017,AUKTA,,0.0000,,,0,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st20_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6593,0.6540,-0.0053,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_no_0.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6663,0.6667,0.0005,AURORRA,AURORA,-0.7500,-0.5000,0.2500,0,0
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_no_1.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6599,0.6408,-0.0190,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6616,0.6560,-0.0056,auorra,,-0.5000,,,0,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg5_st25_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6490,0.6583,0.0093,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_no_0.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6578,0.6612,0.0034,AU R RRA,AV RORA,-0.5000,-0.5000,0.0000,0,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_no_1.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6546,0.6715,0.0169,,elblo ge,,-0.7500,,1,0
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6550,0.6547,-0.0003,ALLCCCA,,-0.7500,,,0,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st15_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,15,1024,text,0.6174,0.6659,0.0485,,AURORA,,-0.5000,,1,0
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_no_0.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6639,0.6490,-0.0148,AURORRA,AU ORRA,-0.7500,-0.5000,0.2500,0,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_no_1.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6604,0.6577,-0.0027,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6601,0.6558,-0.0043,aprReora,,-0.7500,,,0,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st20_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,20,1024,text,0.6646,0.6544,-0.0102,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_no_0.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6561,0.6669,0.0107,AURORRA,AU IRORA,-0.7500,-0.7500,0.0000,0,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_no_1.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6611,0.6608,-0.0003,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_no_2.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6642,0.6430,-0.0212,auorra,,-0.5000,,,0,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/fix_text1_wordmark_p1_cfg4_st16_0_lora_0/singles/p1_cfg6_st25_1_no_3.png,wordmark:1.0,1,"text (""AURORA"":1.5)",dpmpp_2m_sde,karras,100,25,1024,text,0.6061,0.6666,0.0606,,,,,,1,1
